baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,unique_ID,NCBI.ID,Description,unique_to_sorghum,diffexpressed
69.46056342,1.611108564,0.365837731,4.403888464,1.06E-05,0.000517731,"XM_002438705.2~Sobic.010G208400.1~lysosomal Pro-X carboxypeptidase (LOC8058418), transcript variant X1, mRNA",XM_002438705.2,"lysosomal Pro-X carboxypeptidase (LOC8058418), transcript variant X1, mRNA",1,UP
25.36215896,1.738275357,0.565563885,3.073526092,0.002115452,0.043551761,"XM_002438902.2~Sobic.010G249600.1~macrophage migration inhibitory factor homolog (LOC8063823), transcript variant X2, mRNA",XM_002438902.2,"macrophage migration inhibitory factor homolog (LOC8063823), transcript variant X2, mRNA",1,UP
245.4663117,1.109865007,0.191972111,5.781386683,7.41E-09,8.31E-07,"XM_002448825.2~Sobic.005G005500.1~macrophage migration inhibitory factor homolog (LOC8079974), mRNA",XM_002448825.2,"macrophage migration inhibitory factor homolog (LOC8079974), mRNA",1,UP
126.5797553,1.080235986,0.264648706,4.081773172,4.47E-05,0.001750211,"XM_021448059.1~Sobic.001G073900.1~malate dehydrogenase, glyoxysomal-like (LOC110430391), transcript variant X2, mRNA",XM_021448059.1,"malate dehydrogenase, glyoxysomal-like (LOC110430391), transcript variant X2, mRNA",1,UP
4797.261179,0.975700087,0.174379135,5.595280007,2.20E-08,2.24E-06,"XM_021446468.1~Sobic.008G162600.1~methylsterol monooxygenase 1-2 (LOC8076673), mRNA",XM_021446468.1,"methylsterol monooxygenase 1-2 (LOC8076673), mRNA",1,UP
41.73337062,1.304271657,0.33331309,3.913052606,9.11E-05,0.003184402,"XM_002448689.2~Sobic.006G259600.1~methylthioribose kinase 1 (LOC8082580), mRNA",XM_002448689.2,"methylthioribose kinase 1 (LOC8082580), mRNA",1,UP
60.39373504,1.39913847,0.280565509,4.986851289,6.14E-07,4.45E-05,"XM_002467182.2~Sobic.001G244200.4~momilactone A synthase (LOC8064894), mRNA",XM_002467182.2,"momilactone A synthase (LOC8064894), mRNA",1,UP
98.86410009,0.952933737,0.222845045,4.276216862,1.90E-05,0.000846208,"XM_021458716.1~Sobic.004G099300.1~monosaccharide-sensing protein 2-like (LOC110434532), transcript variant X3, mRNA",XM_021458716.1,"monosaccharide-sensing protein 2-like (LOC110434532), transcript variant X3, mRNA",1,UP
6.597928896,3.645758226,1.048519405,3.477053651,0.000506956,0.013482021,"XM_002455448.2~Sobic.003G139700.1~myosin-11 (LOC8078152), mRNA",XM_002455448.2,"myosin-11 (LOC8078152), mRNA",1,UP
78.39169969,2.375189184,0.422340803,5.623868609,1.87E-08,1.93E-06,"XM_002456923.2~Sobic.003G433900.1~NAD(P)H-quinone oxidoreductase subunit O, chloroplastic (LOC8074097), mRNA",XM_002456923.2,"NAD(P)H-quinone oxidoreductase subunit O, chloroplastic (LOC8074097), mRNA",1,UP
39.34774141,1.836890085,0.429369051,4.278114783,1.88E-05,0.000841282,"XM_002445930.2~Sobic.007G223500.2~NAD(P)H-quinone oxidoreductase subunit S, chloroplastic (LOC8055369), mRNA",XM_002445930.2,"NAD(P)H-quinone oxidoreductase subunit S, chloroplastic (LOC8055369), mRNA",1,UP
75.66147659,2.785834387,0.49826311,5.591090999,2.26E-08,2.28E-06,"XM_002444371.2~Sobic.007G140700.1~NADP-dependent glyceraldehyde-3-phosphate dehydrogenase (LOC8080604), mRNA",XM_002444371.2,"NADP-dependent glyceraldehyde-3-phosphate dehydrogenase (LOC8080604), mRNA",1,UP
102.7610037,3.078421095,0.457137421,6.734126224,1.65E-11,2.85E-09,"XM_002454985.2~Sobic.003G036200.1~NADP-dependent malic enzyme, chloroplastic (LOC8078737), mRNA",XM_002454985.2,"NADP-dependent malic enzyme, chloroplastic (LOC8078737), mRNA",1,UP
143.9617335,1.034607847,0.238336798,4.340948836,1.42E-05,0.000658441,"XM_002457491.2~Sobic.003G106500.1~nodulin-related protein 1 (LOC8085051), mRNA",XM_002457491.2,"nodulin-related protein 1 (LOC8085051), mRNA",1,UP
68.18768136,3.213928039,0.555913604,5.781344465,7.41E-09,8.31E-07,"XM_002442730.2~Sobic.008G030801.1~non-specific lipid-transfer protein 2 (LOC8067183), mRNA",XM_002442730.2,"non-specific lipid-transfer protein 2 (LOC8067183), mRNA",1,UP
17.65096163,5.135600393,1.252147367,4.101434486,4.11E-05,0.001646751,"XM_021464720.1~Sobic.007G190200.1~nucleotide pyrophosphatase/phosphodiesterase (LOC8060935), transcript variant X1, mRNA",XM_021464720.1,"nucleotide pyrophosphatase/phosphodiesterase (LOC8060935), transcript variant X1, mRNA",1,UP
8.274048555,2.420426437,0.793880152,3.048856217,0.002297144,0.04634481,"XM_002449692.2~Sobic.005G162000.1~obtusifoliol 14-alpha demethylase (LOC8062647), transcript variant X1, mRNA",XM_002449692.2,"obtusifoliol 14-alpha demethylase (LOC8062647), transcript variant X1, mRNA",1,UP
4.927969949,5.777962101,1.614294501,3.579249075,0.000344583,0.009746942,"XM_021461057.1~Sobic.005G162000.1~obtusifoliol 14-alpha demethylase (LOC8062647), transcript variant X4, mRNA",XM_021461057.1,"obtusifoliol 14-alpha demethylase (LOC8062647), transcript variant X4, mRNA",1,UP
4.245246695,5.562924046,1.463793899,3.800346518,0.000144494,0.004760271,"XM_002451916.2~Sobic.004G128400.1~O-methyltransferase ZRP4 (LOC8080412), mRNA",XM_002451916.2,"O-methyltransferase ZRP4 (LOC8080412), mRNA",1,UP
8.322357472,6.534059639,1.585441197,4.12128791,3.77E-05,0.001529518,"XM_002441327.2~Sobic.009G197000.1~O-methyltransferase ZRP4 (LOC8082972), mRNA",XM_002441327.2,"O-methyltransferase ZRP4 (LOC8082972), mRNA",1,UP
220.3636335,0.803543762,0.244407926,3.287715645,0.001010038,0.023982808,"XM_002466725.2~Sobic.001G159600.1~organic cation/carnitine transporter 7 (LOC8062232), mRNA",XM_002466725.2,"organic cation/carnitine transporter 7 (LOC8062232), mRNA",1,UP
67.17997864,7.684627938,1.243251496,6.181072746,6.37E-10,8.53E-08,"XM_021460447.1~Sobic.004G335500.1~P-(S)-hydroxymandelonitrile lyase (LOC110435085), mRNA",XM_021460447.1,"P-(S)-hydroxymandelonitrile lyase (LOC110435085), mRNA",1,UP
33.48484879,1.116198495,0.353048974,3.161596766,0.001569067,0.034145196,"XM_002436743.2~Sobic.010G101000.1~peptide methionine sulfoxide reductase B1, chloroplastic (LOC8061494), mRNA",XM_002436743.2,"peptide methionine sulfoxide reductase B1, chloroplastic (LOC8061494), mRNA",1,UP
22.33025374,1.547851271,0.47161,3.282057781,0.001030525,0.024409179,"XM_002460823.2~Sobic.002G341500.1~peptidyl-prolyl cis-trans isomerase CYP37, chloroplastic (LOC8081760), mRNA",XM_002460823.2,"peptidyl-prolyl cis-trans isomerase CYP37, chloroplastic (LOC8081760), mRNA",1,UP
9.943660406,2.352426164,0.69429692,3.388213453,0.000703495,0.017806143,"XM_002440787.2~Sobic.009G086100.1~peroxidase 29 (LOC8058279), mRNA",XM_002440787.2,"peroxidase 29 (LOC8058279), mRNA",1,UP
9.287202568,2.838596902,0.871217119,3.258196882,0.001121226,0.026037531,"XM_002436594.2~Sobic.010G072900.1~peroxiredoxin Q, chloroplastic (LOC8077303), mRNA",XM_002436594.2,"peroxiredoxin Q, chloroplastic (LOC8077303), mRNA",1,UP
33.80645764,1.691091491,0.427744026,3.953512826,7.70E-05,0.002779803,"XM_021446501.1~Sobic.001G065600.1~peroxisomal (S)-2-hydroxy-acid oxidase GLO1 (LOC8083916), transcript variant X1, mRNA",XM_021446501.1,"peroxisomal (S)-2-hydroxy-acid oxidase GLO1 (LOC8083916), transcript variant X1, mRNA",1,UP
13.47466915,1.953122567,0.617957947,3.160607572,0.001574405,0.03421651,"XM_021462225.1~Sobic.006G213700.1~peroxisomal 2,4-dienoyl-CoA reductase (LOC8063963), transcript variant X2, mRNA",XM_021462225.1,"peroxisomal 2,4-dienoyl-CoA reductase (LOC8063963), transcript variant X2, mRNA",1,UP
99.03362058,1.870300745,0.318566922,5.870982243,4.33E-09,5.07E-07,"XM_021453600.1~Sobic.002G112400.4~PGR5-like protein 1A, chloroplastic (LOC110432778), transcript variant X2, mRNA",XM_021453600.1,"PGR5-like protein 1A, chloroplastic (LOC110432778), transcript variant X2, mRNA",1,UP
44.9766261,1.449330861,0.334925981,4.327316908,1.51E-05,0.000696154,"XM_002454155.2~Sobic.004G220600.2~phenylalanine ammonia-lyase (LOC8066167), mRNA",XM_002454155.2,"phenylalanine ammonia-lyase (LOC8066167), mRNA",1,UP
7.639634217,6.410637231,1.381051866,4.641851177,3.45E-06,0.000196349,"XM_021459272.1~Sobic.004G267700.2~pheophytinase, chloroplastic (LOC110434678), mRNA",XM_021459272.1,"pheophytinase, chloroplastic (LOC110434678), mRNA",1,UP
34.27007668,1.570825966,0.402835734,3.899420613,9.64E-05,0.003335437,"XM_002452431.2~Sobic.004G219900.1~phosphoenolpyruvate carboxylase kinase 2 (LOC8066165), mRNA",XM_002452431.2,"phosphoenolpyruvate carboxylase kinase 2 (LOC8066165), mRNA",1,UP
32.42817724,1.615564888,0.373524836,4.32518733,1.52E-05,0.000700966,"XM_002454701.2~Sobic.004G338000.1~phosphoenolpyruvate carboxylase kinase 2 (LOC8084678), mRNA",XM_002454701.2,"phosphoenolpyruvate carboxylase kinase 2 (LOC8084678), mRNA",1,UP
81.95934335,2.496985894,0.403352025,6.190587222,5.99E-10,8.09E-08,"XM_002454771.2~Sobic.004G353100.1~phosphoenolpyruvate/phosphate translocator 2, chloroplastic (LOC8055344), mRNA",XM_002454771.2,"phosphoenolpyruvate/phosphate translocator 2, chloroplastic (LOC8055344), mRNA",1,UP
10.95379779,2.205537846,0.699954004,3.150975398,0.001627262,0.035272921,"XM_002461697.2~Sobic.002G088400.2~phosphoglycerate mutase-like protein AT74 (LOC8081794), mRNA",XM_002461697.2,"phosphoglycerate mutase-like protein AT74 (LOC8081794), mRNA",1,UP
66.63973469,4.624188712,0.575295477,8.037936851,9.14E-16,2.66E-13,"XM_002448050.2~Sobic.006G130300.1~phosphoglycolate phosphatase 1B, chloroplastic (LOC8073706), mRNA",XM_002448050.2,"phosphoglycolate phosphatase 1B, chloroplastic (LOC8073706), mRNA",1,UP
10.96371081,2.701710859,0.777073881,3.476774764,0.000507484,0.013482021,"XM_002439167.2~Sobic.009G027800.1~phosphoinositide phospholipase C 2 (LOC8071261), mRNA",XM_002439167.2,"phosphoinositide phospholipase C 2 (LOC8071261), mRNA",1,UP
60.10619032,1.55313744,0.35106815,4.424034026,9.69E-06,0.000483036,"XM_002436569.2~Sobic.010G067100.1~phospholipid hydroperoxide glutathione peroxidase 1, chloroplastic (LOC8065427), mRNA",XM_002436569.2,"phospholipid hydroperoxide glutathione peroxidase 1, chloroplastic (LOC8065427), mRNA",1,UP
50.90978952,5.945753074,0.92276954,6.443378133,1.17E-10,1.75E-08,"XM_002441421.2~Sobic.009G218900.1~phosphomethylethanolamine N-methyltransferase (LOC8069007), mRNA",XM_002441421.2,"phosphomethylethanolamine N-methyltransferase (LOC8069007), mRNA",1,UP
25.52838229,3.139705986,0.581849478,5.396079405,6.81E-08,6.25E-06,"XM_021464512.1~Sobic.007G111500.1~photosynthetic NDH subunit of subcomplex B 1, chloroplastic-like (LOC110436872), mRNA",XM_021464512.1,"photosynthetic NDH subunit of subcomplex B 1, chloroplastic-like (LOC110436872), mRNA",1,UP
28.9745776,2.246514096,0.482310303,4.657819006,3.20E-06,0.000183607,"XM_002447895.2~Sobic.006G101500.1~photosynthetic NDH subunit of subcomplex B 4, chloroplastic (LOC8073405), transcript variant X1, mRNA",XM_002447895.2,"photosynthetic NDH subunit of subcomplex B 4, chloroplastic (LOC8073405), transcript variant X1, mRNA",1,UP
61.71733554,2.471024874,0.377182863,6.551264964,5.71E-11,9.20E-09,"XM_021463815.1~Sobic.006G101500.2~photosynthetic NDH subunit of subcomplex B 4, chloroplastic (LOC8073405), transcript variant X2, mRNA",XM_021463815.1,"photosynthetic NDH subunit of subcomplex B 4, chloroplastic (LOC8073405), transcript variant X2, mRNA",1,UP
18.66697504,1.91973589,0.545261269,3.520763345,0.000430306,0.011848771,"XM_021453661.1~Sobic.002G215000.2~photosystem I chlorophyll a/b-binding protein 6, chloroplastic (LOC110432811), mRNA",XM_021453661.1,"photosystem I chlorophyll a/b-binding protein 6, chloroplastic (LOC110432811), mRNA",1,UP
651.4278906,2.233611466,0.277113799,8.06026793,7.61E-16,2.26E-13,"XM_002443957.2~Sobic.007G071500.1~photosystem II 10 kDa polypeptide, chloroplastic (LOC8071154), mRNA",XM_002443957.2,"photosystem II 10 kDa polypeptide, chloroplastic (LOC8071154), mRNA",1,UP
26.10720243,4.454999169,0.721439859,6.17514976,6.61E-10,8.78E-08,"XM_021447078.1~Sobic.009G191300.1~photosystem II reaction center W protein, chloroplastic (LOC8080091), mRNA",XM_021447078.1,"photosystem II reaction center W protein, chloroplastic (LOC8080091), mRNA",1,UP
62.30074164,1.132774821,0.326455106,3.469925269,0.000520603,0.013764483,"XM_002439030.2~Sobic.010G277600.1~photosystem II stability/assembly factor HCF136, chloroplastic (LOC8069241), mRNA",XM_002439030.2,"photosystem II stability/assembly factor HCF136, chloroplastic (LOC8069241), mRNA",1,UP
37.78702194,3.755208578,0.672176835,5.586637893,2.32E-08,2.32E-06,"XM_002445332.2~Sobic.007G105500.1~phototropin-2 (LOC8069866), transcript variant X1, mRNA",XM_002445332.2,"phototropin-2 (LOC8069866), transcript variant X1, mRNA",1,UP
272.066463,4.139401987,0.369562099,11.20082929,4.04E-29,3.95E-26,"XM_002436265.2~Sobic.010G000500.1~plastocyanin, chloroplastic (LOC8066782), mRNA",XM_002436265.2,"plastocyanin, chloroplastic (LOC8066782), mRNA",1,UP
447.9806143,0.773237548,0.166251861,4.651000863,3.30E-06,0.00018848,"XM_002438859.2~Sobic.010G239500.6~polyubiquitin (LOC8063786), mRNA",XM_002438859.2,"polyubiquitin (LOC8063786), mRNA",1,UP
21.14727642,1.382591321,0.44799396,3.086182951,0.00202744,0.042079524,"XM_002441096.2~Sobic.009G146800.1~potassium channel AKT2 (LOC8058492), mRNA",XM_002441096.2,"potassium channel AKT2 (LOC8058492), mRNA",1,UP
23.37090787,1.989543509,0.571646607,3.48037316,0.000500716,0.013344921,"XM_002464178.2~Sobic.001G166300.1~probable 2-oxoglutarate-dependent dioxygenase At5g05600 (LOC8062260), mRNA",XM_002464178.2,"probable 2-oxoglutarate-dependent dioxygenase At5g05600 (LOC8062260), mRNA",1,UP
111.3468543,3.537083437,0.504218724,7.014978358,2.30E-12,4.34E-10,"XM_002464179.2~Sobic.001G166401.1~probable 2-oxoglutarate-dependent dioxygenase At5g05600 (LOC8062261), mRNA",XM_002464179.2,"probable 2-oxoglutarate-dependent dioxygenase At5g05600 (LOC8062261), mRNA",1,UP
108.6962382,1.188654856,0.280254661,4.241338405,2.22E-05,0.000960744,"XM_002462871.2~Sobic.002G314300.1~probable 5'-adenylylsulfate reductase 1, chloroplastic (LOC8080734), mRNA",XM_002462871.2,"probable 5'-adenylylsulfate reductase 1, chloroplastic (LOC8080734), mRNA",1,UP
15.94887485,1.628320778,0.519533639,3.134197009,0.001723251,0.036967522,"XM_002455424.2~Sobic.003G133700.1~probable anion transporter 1, chloroplastic (LOC8078115), mRNA",XM_002455424.2,"probable anion transporter 1, chloroplastic (LOC8078115), mRNA",1,UP
24.21297734,1.702469623,0.534084278,3.187642278,0.001434379,0.031869403,"XM_021454167.1~Sobic.002G293500.1~probable anion transporter 5, chloroplastic (LOC8074191), transcript variant X1, mRNA",XM_021454167.1,"probable anion transporter 5, chloroplastic (LOC8074191), transcript variant X1, mRNA",1,UP
825.2159427,0.818521167,0.182968753,4.473557129,7.69E-06,0.000395458,"XM_021446243.1~Sobic.008G030100.2~probable chalcone--flavonone isomerase 3 (LOC110429758), mRNA",XM_021446243.1,"probable chalcone--flavonone isomerase 3 (LOC110429758), mRNA",1,UP
5.412742995,3.969399389,1.25091779,3.173189654,0.00150774,0.033114438,"XM_002445169.2~Sobic.007G076000.2~probable cinnamyl alcohol dehydrogenase 5 (LOC8071179), mRNA",XM_002445169.2,"probable cinnamyl alcohol dehydrogenase 5 (LOC8071179), mRNA",1,UP
23.89961135,1.960534186,0.512654268,3.824281408,0.000131154,0.004364092,"XM_002458971.2~Sobic.003G410700.1~probable glucuronosyltransferase Os01g0926600 (LOC8059387), mRNA",XM_002458971.2,"probable glucuronosyltransferase Os01g0926600 (LOC8059387), mRNA",1,UP
22.88996095,4.761862765,0.908315678,5.242519621,1.58E-07,1.36E-05,"XM_002448128.2~Sobic.006G145700.1~probable inactive beta-glucosidase 14 (LOC8064482), transcript variant X1, mRNA",XM_002448128.2,"probable inactive beta-glucosidase 14 (LOC8064482), transcript variant X1, mRNA",1,UP
23.45495206,2.398033807,0.558971832,4.290079873,1.79E-05,0.000805875,"XM_021460442.1~Sobic.004G175500.1~probable L-ascorbate peroxidase 8, chloroplastic (LOC8064261), transcript variant X2, mRNA",XM_021460442.1,"probable L-ascorbate peroxidase 8, chloroplastic (LOC8064261), transcript variant X2, mRNA",1,UP
15.22600841,2.902422973,0.668259966,4.343254305,1.40E-05,0.000654773,"XM_021459567.1~Sobic.004G217500.1~probable LRR receptor-like serine/threonine-protein kinase At3g47570 (LOC110434827), mRNA",XM_021459567.1,"probable LRR receptor-like serine/threonine-protein kinase At3g47570 (LOC110434827), mRNA",1,UP
12.358196,3.827927006,0.819901951,4.668761918,3.03E-06,0.00017716,"XM_021448439.1~Sobic.009G164300.1~probable monofunctional riboflavin biosynthesis protein RIBA 3, chloroplastic (LOC8072551), mRNA",XM_021448439.1,"probable monofunctional riboflavin biosynthesis protein RIBA 3, chloroplastic (LOC8072551), mRNA",1,UP
1151.326726,2.168655429,0.306891969,7.066510854,1.59E-12,3.03E-10,"XM_002442728.2~Sobic.008G030600.1~probable non-specific lipid-transfer protein 3 (LOC8074864), mRNA",XM_002442728.2,"probable non-specific lipid-transfer protein 3 (LOC8074864), mRNA",1,UP
28.74084445,2.893651157,0.530076718,5.458928976,4.79E-08,4.49E-06,"XM_002455420.2~Sobic.003G131800.1~probable peptide/nitrate transporter At3g43790 (LOC8074542), transcript variant X1, mRNA",XM_002455420.2,"probable peptide/nitrate transporter At3g43790 (LOC8074542), transcript variant X1, mRNA",1,UP
49.0511524,1.647098399,0.35687855,4.615291107,3.93E-06,0.00021726,"XM_002458671.2~Sobic.003G344800.1~probable phytol kinase 2, chloroplastic (LOC8085428), mRNA",XM_002458671.2,"probable phytol kinase 2, chloroplastic (LOC8085428), mRNA",1,UP
121.0544495,0.790263012,0.252876455,3.125095268,0.001777475,0.037934694,"XM_002459170.2~Sobic.002G005600.1~probable pyridoxal 5'-phosphate synthase subunit PDX1.1 (LOC8081595), mRNA",XM_002459170.2,"probable pyridoxal 5'-phosphate synthase subunit PDX1.1 (LOC8081595), mRNA",1,UP
24.67902412,2.405898945,0.687423468,3.49987898,0.000465469,0.012546517,"XM_021465298.1~Sobic.007G047400.1~protein CCA1 (LOC8080836), transcript variant X13, mRNA",XM_021465298.1,"protein CCA1 (LOC8080836), transcript variant X13, mRNA",1,UP
20.65789267,3.387750089,0.768276861,4.409543306,1.04E-05,0.000507371,"XM_021465286.1~Sobic.007G047400.1~protein CCA1 (LOC8080836), transcript variant X2, mRNA",XM_021465286.1,"protein CCA1 (LOC8080836), transcript variant X2, mRNA",1,UP
26.16015702,2.371456631,0.579865046,4.089669914,4.32E-05,0.001711867,"XM_021465290.1~Sobic.007G047400.1~protein CCA1 (LOC8080836), transcript variant X5, mRNA",XM_021465290.1,"protein CCA1 (LOC8080836), transcript variant X5, mRNA",1,UP
33.96143958,1.591861957,0.49103383,3.241858016,0.001187532,0.027301318,"XM_021465294.1~Sobic.007G047400.1~protein CCA1 (LOC8080836), transcript variant X9, mRNA",XM_021465294.1,"protein CCA1 (LOC8080836), transcript variant X9, mRNA",1,UP
73.15837559,2.847160376,0.482164106,5.904961281,3.53E-09,4.18E-07,"XM_021447842.1~Sobic.009G242100.1~protein CHUP1, chloroplastic (LOC8083793), transcript variant X1, mRNA",XM_021447842.1,"protein CHUP1, chloroplastic (LOC8083793), transcript variant X1, mRNA",1,UP
104.3128168,5.113143339,0.560642846,9.12014373,7.50E-20,2.90E-17,"XM_002438159.2~Sobic.010G109500.1~protein CURVATURE THYLAKOID 1A, chloroplastic (LOC8065769), mRNA",XM_002438159.2,"protein CURVATURE THYLAKOID 1A, chloroplastic (LOC8065769), mRNA",1,UP
69.3043544,2.448135592,0.393017389,6.229077039,4.69E-10,6.44E-08,"XM_021459872.1~Sobic.004G249800.2~protein CURVATURE THYLAKOID 1A, chloroplastic-like (LOC110434911), transcript variant X2, mRNA",XM_021459872.1,"protein CURVATURE THYLAKOID 1A, chloroplastic-like (LOC110434911), transcript variant X2, mRNA",1,UP
41.72063172,2.862377345,0.45698315,6.263638702,3.76E-10,5.20E-08,"XM_002456344.2~Sobic.003G303700.2~protein CURVATURE THYLAKOID 1C, chloroplastic (LOC8079228), transcript variant X3, mRNA",XM_002456344.2,"protein CURVATURE THYLAKOID 1C, chloroplastic (LOC8079228), transcript variant X3, mRNA",1,UP
6.439478229,5.166019909,1.413957475,3.653589306,0.0002586,0.007835385,"XM_002439061.2~Sobic.009G004500.1~protein EMBRYO SAC DEVELOPMENT ARREST 3, chloroplastic (LOC8066600), transcript variant X2, mRNA",XM_002439061.2,"protein EMBRYO SAC DEVELOPMENT ARREST 3, chloroplastic (LOC8066600), transcript variant X2, mRNA",1,UP
7.259213779,2.986131194,0.888454004,3.361041969,0.00077649,0.019329602,"XM_002467680.2~Sobic.001G344800.1~protein GOS9 (LOC8077079), mRNA",XM_002467680.2,"protein GOS9 (LOC8077079), mRNA",1,UP
53.40054959,1.685167857,0.410541638,4.104742862,4.05E-05,0.001627292,"XM_002467679.2~Sobic.001G344700.1~protein GOS9 (LOC8080436), mRNA",XM_002467679.2,"protein GOS9 (LOC8080436), mRNA",1,UP
27.18193832,1.441578552,0.444261994,3.244883813,0.001174986,0.027096472,"XM_002465326.2~Sobic.001G394800.2~protein high chlorophyll fluorescent 107 (LOC8083986), mRNA",XM_002465326.2,"protein high chlorophyll fluorescent 107 (LOC8083986), mRNA",1,UP
211.7733547,0.988219109,0.284462649,3.47398547,0.000512789,0.013601191,"XM_021447741.1~Sobic.009G033200.4~protein IN2-1 homolog B-like (LOC110430294), transcript variant X1, mRNA",XM_021447741.1,"protein IN2-1 homolog B-like (LOC110430294), transcript variant X1, mRNA",1,UP
9.773642904,2.156796446,0.695255028,3.102165907,0.001921103,0.040340864,"XM_002461482.2~Sobic.002G049600.1~protein lingerer (LOC8081182), mRNA",XM_002461482.2,"protein lingerer (LOC8081182), mRNA",1,UP
197.6769258,0.967004536,0.26327795,3.672941601,0.000239774,0.007331883,"XM_021461443.1~Sobic.001G352400.4~protein LNK1-like (LOC110435648), transcript variant X1, mRNA",XM_021461443.1,"protein LNK1-like (LOC110435648), transcript variant X1, mRNA",1,UP
12.1366859,2.242755468,0.658003724,3.408423671,0.000653394,0.016872391,"XM_021457846.1~Sobic.003G160800.1~protein LOW PSII ACCUMULATION 1, chloroplastic (LOC110434116), transcript variant X1, mRNA",XM_021457846.1,"protein LOW PSII ACCUMULATION 1, chloroplastic (LOC110434116), transcript variant X1, mRNA",1,UP
7.287883977,4.421106061,1.203522889,3.673470692,0.000239278,0.007330211,"XM_002453199.2~Sobic.004G027600.1~protein LOW PSII ACCUMULATION 3, chloroplastic (LOC8057504), transcript variant X2, mRNA",XM_002453199.2,"protein LOW PSII ACCUMULATION 3, chloroplastic (LOC8057504), transcript variant X2, mRNA",1,UP
36.74718222,1.435330197,0.402152657,3.569117781,0.000358185,0.010029191,"XM_002445052.2~Sobic.007G050100.1~protein LSD1 (LOC8069635), mRNA",XM_002445052.2,"protein LSD1 (LOC8069635), mRNA",1,UP
10.82039813,3.333858794,0.780573963,4.271035101,1.95E-05,0.000856924,"XM_002441994.2~Sobic.008G081500.1~protein NRT1/ PTR FAMILY 4.3 (LOC8084235), mRNA",XM_002441994.2,"protein NRT1/ PTR FAMILY 4.3 (LOC8084235), mRNA",1,UP
6.784225985,4.307578553,1.287948116,3.344528012,0.000824227,0.020365277,"XM_002441563.2~Sobic.009G251700.2~protein PARTING DANCERS (LOC8065305), mRNA",XM_002441563.2,"protein PARTING DANCERS (LOC8065305), mRNA",1,UP
52.57708052,3.136880915,0.506298983,6.195708504,5.80E-10,7.90E-08,"XM_002439483.2~Sobic.009G091800.1~protein plastid transcriptionally active 16, chloroplastic (LOC8066748), transcript variant X1, mRNA",XM_002439483.2,"protein plastid transcriptionally active 16, chloroplastic (LOC8066748), transcript variant X1, mRNA",1,UP
6.58198941,2.827771077,0.905951849,3.121326017,0.001800386,0.038325139,"XM_002453203.2~Sobic.004G028200.1~protein RESPONSE TO LOW SULFUR 3 (LOC8069917), mRNA",XM_002453203.2,"protein RESPONSE TO LOW SULFUR 3 (LOC8069917), mRNA",1,UP
7.092010512,2.950179844,0.971102046,3.037970991,0.002381769,0.047554398,"XM_002448039.2~Sobic.006G127300.1~protein STAY-GREEN LIKE, chloroplastic (LOC8073690), mRNA",XM_002448039.2,"protein STAY-GREEN LIKE, chloroplastic (LOC8073690), mRNA",1,UP
20.1715169,1.778922814,0.531511638,3.346912252,0.000817171,0.020251198,"XM_002465120.2~Sobic.001G346100.1~protein STRUBBELIG-RECEPTOR FAMILY 7 (LOC8077089), transcript variant X1, mRNA",XM_002465120.2,"protein STRUBBELIG-RECEPTOR FAMILY 7 (LOC8077089), transcript variant X1, mRNA",1,UP
11.13943185,2.719212427,0.81704822,3.328092957,0.000874427,0.021285695,"XM_002465759.2~Sobic.001G493500.1~protein SULFUR DEFICIENCY-INDUCED 1 (LOC8082136), mRNA",XM_002465759.2,"protein SULFUR DEFICIENCY-INDUCED 1 (LOC8082136), mRNA",1,UP
70.19173329,1.548448054,0.384068502,4.031697591,5.54E-05,0.002113686,"XM_021454233.1~Sobic.002G000500.1~protein TIC 62, chloroplastic (LOC8054482), transcript variant X1, mRNA",XM_021454233.1,"protein TIC 62, chloroplastic (LOC8054482), transcript variant X1, mRNA",1,UP
14.79813732,1.733854865,0.56917658,3.046251247,0.002317141,0.046578466,"XM_002455433.2~Sobic.003G135700.3~protein TsetseEP (LOC8054685), transcript variant X1, mRNA",XM_002455433.2,"protein TsetseEP (LOC8054685), transcript variant X1, mRNA",1,UP
119.7524508,0.84505036,0.219348648,3.852544184,0.000116897,0.003953067,"XM_002450380.2~Sobic.005G061801.1~protein-tyrosine-phosphatase PTP1 (LOC8072764), transcript variant X1, mRNA",XM_002450380.2,"protein-tyrosine-phosphatase PTP1 (LOC8072764), transcript variant X1, mRNA",1,UP
18.62174321,3.549271867,0.636385887,5.577232212,2.44E-08,2.40E-06,"XM_002445844.2~Sobic.007G207800.1~psbP domain-containing protein 3, chloroplastic (LOC8055163), transcript variant X2, mRNA",XM_002445844.2,"psbP domain-containing protein 3, chloroplastic (LOC8055163), transcript variant X2, mRNA",1,UP
27.35481522,2.811710202,0.561842281,5.004447503,5.60E-07,4.12E-05,"XM_002442911.2~Sobic.008G065000.1~psbP domain-containing protein 4, chloroplastic (LOC8082785), mRNA",XM_002442911.2,"psbP domain-containing protein 4, chloroplastic (LOC8082785), mRNA",1,UP
35.43424219,2.542191243,0.493828929,5.147918827,2.63E-07,2.17E-05,"XM_002463461.2~Sobic.001G009600.1~putative ATPase N2B (LOC8060862), transcript variant X1, mRNA",XM_002463461.2,"putative ATPase N2B (LOC8060862), transcript variant X1, mRNA",1,UP
